"item","description","series","facility","status","avail_for_sale","list_price","net_price","disc_price","product_style","product_type","catalog_description","catalog_material","finish_code","finish","item_height","item_width","item_length","item_depth","item_diameter","item_extension","package_height","package_width","package_length","weight","freight_only","not_ul_approved","energy_star","energy_saving","es_lamp_included","dark_sky","ul_type","amps","fan_watts","rpm","motor_size","motor_poles","motor_warranty","motor_lead_wire","motor_pull_switch_type","motor_reverse_switch_type","number_of_blades","sweep","blade_side_a_color","blade_side_b_color","arm_pitch","downrod_length1","downrod_length2","overall_fan_height","ceiling_to_lower_edge_of_blade","canopy_height","fan_housing_width","bulb_type","number_of_lights","light_watts","socket","diffuser_type","diffuser_material","diffuser_panels","shade_pattern","shade_color","diffuser_shape","multi_piece_count","multi_piece_height","multi_piece_width","multi_piece_length","multi_piece_depth","multi_piece_diameter","multi_piece_extension","phase_out","vendor_origin","master_pack","inner_pack","cartons_per_item","carb_required","lacey_required","fws_required","fda_required","carb_compliant","map_price","UPC"
"5073-4-70","SAN MIGUEL 4LT VANITY -PW","San Miguel","QRW","Active",13,529.50,176.50,176.50,"Traditional","Vanity","","","PW","Persian White ",11.00,36.00,.00,.00,.00,9.00,14.00,10.50,36.00,13.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",353.00,"190808075611"
"5076-3-65","MODUS 3LT VANITY - STN","Modus","QRW","Active",0,205.50,68.50,68.50,"Modern and Contemporary","Vanity","","","STN","Satin Nickel ",8.25,19.75,.00,,.00,6.25,10.00,6.00,24.00,6.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","SATIN OPAL","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",137.00,"190808067234"
"5077-3-64","ASPEN 3LT VANITY - CLN","Aspen","QRW","Active",64,284.25,94.75,94.75,"Transitional","Vanity","","","CLN","Classic Nickel ",9.00,27.25,.00,.00,.00,8.25,14.00,9.00,26.75,8.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"Y","China",1,0,0,"N         ","N         ","N         ","N         ","N         ",189.50,"190808125705"
"5077-3-86","ASPEN 3LT VANITY - OB","Aspen","QRW","Active",90,284.25,94.75,94.75,"Transitional","Vanity","","","OB","Oiled Bronze ",9.00,27.25,.00,,.00,8.25,9.00,26.75,14.00,12.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Linen","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",189.50,"190808043801"
"5077-4-64","ASPEN 4LT VANITY - CLN","Aspen","QRW","Active",61,353.25,117.75,117.75,"Transitional","Vanity","","","CLN","Classic Nickel ",9.00,36.00,.00,.00,.00,8.25,14.00,9.00,35.00,11.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"Y","China",1,0,0,"N         ","N         ","N         ","N         ","N         ",235.50,"190808125712"
"5077-4-86","ASPEN 4LT VANITY - OB","Aspen","QRW","Active",96,353.25,117.75,117.75,"Transitional","Vanity","","","OB","Oiled Bronze ",9.00,36.00,.00,,.00,8.25,9.00,35.00,14.00,13.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Linen","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",235.50,"190808043825"
"508-2-59","2LT CLR/SEEDED VNTY - MB","","QRW","Active",152,261.75,87.25,87.25,"Transitional","Vanity","","","MB","Matte Black ",10.50,17.75,.00,.00,.00,8.00,12.25,8.25,15.75,4.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.50,"190808150882"
"508-2-65","2LT CLR/SEEDED VNTY - STN","","QRW","Active",142,261.75,87.25,87.25,"Transitional","Vanity","","","STN","Satin Nickel ",10.50,17.75,.00,.00,.00,8.00,9.50,11.50,16.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.50,"190808104014"
"508-2-80","2LT CLR/SEEDED VNTY - AGB","","QRW","Active",0,261.75,87.25,87.25,"Transitional","Vanity","","","AGB","Aged Brass ",10.50,17.75,.00,.00,.00,8.00,9.50,11.50,16.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.50,"190808104021"
"508-2-86","2LT CLR/SEEDED VNTY - OB","","QRW","Active",185,261.75,87.25,87.25,"Transitional","Vanity","","","OB","Oiled Bronze ",10.50,17.75,.00,.00,.00,8.00,9.50,11.50,16.00,4.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.50,"190808104038"
"508-3-59","3LT CLR/SEEDED VNTY - MB","","QRW","Active",90,366.75,122.25,122.25,"Transitional","Vanity","","","MB","Matte Black ",10.50,22.50,.00,.00,.00,8.00,12.25,8.25,23.50,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",244.50,"190808150899"
"508-3-65","3LT CLR/SEEDED VNTY - STN","","QRW","Active",185,366.75,122.25,122.25,"Transitional","Vanity","","","STN","Satin Nickel ",10.50,22.50,.00,.00,.00,8.00,9.50,11.50,24.00,6.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",244.50,"190808104045"
"508-3-80","3LT CLR/SEEDED VNTY - AGB","","QRW","Active",91,366.75,122.25,122.25,"Transitional","Vanity","","","AGB","Aged Brass ",10.50,22.50,.00,.00,.00,8.00,9.50,11.50,24.00,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",244.50,"190808104052"
"508-3-86","3LT CLR/SEEDED VNTY - OB","","QRW","Active",79,366.75,122.25,122.25,"Transitional","Vanity","","","OB","Oiled Bronze ",10.50,22.50,.00,.00,.00,8.00,9.50,11.50,24.00,6.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",244.50,"190808104069"
"508-4-59","4LT CLR/SEEDED VNTY - MB","","QRW","Active",102,466.50,155.50,155.50,"Transitional","Vanity","","","MB","Matte Black ",10.50,30.25,.00,.00,.00,8.00,12.25,8.25,31.50,7.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",311.00,"190808150905"
"5084-2-65","DELTA 2LT VANITY - STN","Delta","QRW","Active",67,171.75,57.25,57.25,"Modern and Contemporary","Vanity","","","STN","Satin Nickel ",8.50,15.00,.00,.00,.00,6.50,11.00,9.00,17.00,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",114.50,"190808045386"
"5084-3-65","DELTA 3LT VANITY - STN","Delta","QRW","Active",230,257.25,85.75,85.75,"Modern and Contemporary","Vanity","","","STN","Satin Nickel ",8.50,20.00,.00,.00,.00,6.50,11.75,9.25,22.00,8.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",171.50,"190808045638"
"5084-4-65","DELTA 4LT VANITY - STN","Delta","QRW","Active",136,325.50,108.50,108.50,"Modern and Contemporary","Vanity","","","STN","Satin Nickel ",8.50,28.00,.00,.00,.00,6.50,11.00,9.00,30.00,7.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",217.00,"190808045652"
"5084-4-86","DELTA 4LT VANITY - OB","Delta","QRW","Active",27,280.50,93.50,93.50,"Modern and Contemporary","Vanity","","","OB","Oiled Bronze ",8.50,28.00,.00,.00,.00,6.50,11.00,9.00,30.00,11.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",187.00,"190808045669"
"51525-6","MEDALLION 52"" 5BL FAN -WH","Medallion","QRW","Active",232,221.25,73.75,73.75,"Traditional","Ceiling Fan","","","WH","White ",.00,.00,.00,,.00,.00,7.50,12.75,19.50,17.85,"N","N","N","N","N","N","Dry",".55/.39/.21","67/31/9","158/104/54","153x15","14","Limited Lifetime",8.00,"Hi/Med/Low/Off","Slide",5,"52                              ","White                           ","Walnut                          ",14.00,.00,.00,7.48,7.40,.00,11.81,"","","","","","",,"","","",0,,,,,,,"N","China",1,0,1,"Y         ","N         ","N         ","N         ","N         ",147.50,"190808065971"
"51525-6522","MEDALLION 52""5BL -STN/RSW","MEDALLION 52","QRW","Active",95,225.75,75.25,75.25,"Traditional","Ceiling Fan","","","STN","Satin Nickel ",.00,.00,.00,,.00,.00,7.50,12.75,19.50,17.85,"N","N","N","N","N","N","Dry",".55/.39/.21","67/31/9","158/104/54","153x15","14","Limited Lifetime",8.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Dark Oak                        ","Rosewood                        ",14.00,.00,.00,7.48,7.40,.00,11.81,"","","","","","",,"","","",0,,,,,,,"N","China",1,0,1,"Y         ","N         ","N         ","N         ","N         ",150.50,"190808065988"
"51525-8","MEDALLION 52"" 5BL FAN -SW","Medallion","QRW","Active",56,221.25,73.75,73.75,"Traditional","Ceiling Fan","","","SW","Studio White ",.00,.00,.00,,.00,.00,7.50,12.75,19.50,17.85,"N","N","N","N","N","N","Dry",".55/.39/.21","67/31/9","158/104/54","153x15","14","Limited Lifetime",8.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Studio White                    ","Studio White                    ",14.00,.00,.00,7.48,7.40,.00,11.81,"","","","","","",,"","","",0,,,,,,,"N","China",1,0,1,"Y         ","N         ","N         ","N         ","N         ",147.50,"190808043948"
"509-2-69","DUNBAR 2LT WALL MT - TXB ","Dunbar","QRW","Active",95,222.75,74.25,74.25,"Soft Contemporary","Wall Mount","","","TXB","Textured Black ",10.00,15.00,.00,.00,.00,6.00,9.00,14.50,15.50,5.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",148.50,"190808134769"
"509-3-65","DUNBAR 3LT VANITY - STN","Dunbar","QRW","Active",0,385.50,128.50,128.50,"Soft Contemporary","Vanity","","","STN","Satin Nickel ",10.00,23.00,.00,.00,.00,6.00,9.00,14.50,23.50,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",257.00,"190808134615"
"509-3-69","DUNBAR 3LT VANITY - TXB  ","Dunbar","QRW","Active",73,348.00,116.00,116.00,"Soft Contemporary","Vanity","","","TXB","Textured Black ",10.00,23.00,.00,.00,.00,6.00,9.00,14.50,23.50,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",232.00,"190808134776"
"509-4-65","DUNBAR 4LT VANITY - STN","Dunbar","QRW","Active",75,522.00,174.00,174.00,"Soft Contemporary","Vanity","","","STN","Satin Nickel ",10.00,32.00,.00,.00,.00,6.00,9.00,14.50,32.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",348.00,"190808134622"
"509-4-69","DUNBAR 4LT VANITY - TXB  ","Dunbar","QRW","Active",3,448.50,149.50,149.50,"Soft Contemporary","Vanity","","","TXB","Textured Black ",10.00,32.00,.00,.00,.00,6.00,9.00,14.50,32.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",299.00,"190808134783"
"5094-2-265","2LT VNTY w/ CLR/SEED -STN","","QRW","Active",29,94.50,31.50,31.50,"Traditional","Vanity","","","STN","Satin Nickel w/ Clear/Seeded",8.00,18.00,.00,.00,.00,7.75,3.75,3.25,8.00,4.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",63.00,"190808135858"
"5094-2-269","2LT VNTY w/ CLR/SEED -TXB","","QRW","Active",57,94.50,31.50,31.50,"Traditional","Vanity","","","TXB","Textured Black w/ Clear/Seeded",8.00,18.00,.00,.00,.00,7.75,3.75,3.25,8.00,4.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",63.00,"190808135957"
"5094-2-286","2LT VNTY w/ CLR/SEED - OB","","QRW","Active",121,94.50,31.50,31.50,"Traditional","Vanity","","","OB","Oiled Bronze w/ Clear/Seeded",8.00,18.00,.00,.00,.00,7.75,3.75,3.25,8.00,4.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",63.00,"190808135902"
"5094-2-65","2LT VNTY w/ STN OPAL -STN","","QRW","Active",0,83.25,27.75,27.75,"Traditional","Vanity","","","STN","Satin Nickel w/ Satin Opal",8.00,18.00,.00,.00,.00,7.75,9.50,8.50,20.25,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",55.50,"190808086563"
"5094-3-144","3LT VNTY W/ FAUX ALAB -TS","","QRW","Active",240,115.50,38.50,38.50,"Traditional","Vanity","","","TS","Toasted Sienna ",8.00,24.00,.00,,.00,7.75,9.50,8.50,27.00,7.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",77.00,"190808043856"
"5094-3-165","3LT VNTY W/ FAUX ALAB-STN","","QRW","Active",2907,115.50,38.50,38.50,"Traditional","Vanity","","","STN","Satin Nickel ",8.00,24.00,.00,,.00,7.75,8.50,9.50,27.25,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",77.00,"190808043863"
"5094-3-186","3LT VNTY W/ ALAB - OB","","QRW","Active",520,115.50,38.50,38.50,"Traditional","Vanity","","","OB","Oiled Bronze w/ Faux Alabaster",8.00,24.00,.00,.00,.00,7.75,10.00,8.50,27.00,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",77.00,"190808043870"
"5094-3-195","3LT VNTY W/ FAUX ALAB-OW ","","QRW","Active",570,115.50,38.50,38.50,"Traditional","Vanity","","","OW","Old World ",8.00,24.00,.00,,.00,7.75,8.50,9.50,27.00,8.35,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",77.00,"190808043887"
"5094-3-265","3LT VNTY w/ CLR/SEED -STN","","QRW","Active",788,134.25,44.75,44.75,"Traditional","Vanity","","","STN","Satin Nickel w/ Clear/Seeded",8.00,24.00,.00,.00,.00,7.75,3.75,3.25,10.75,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",89.50,"190808135865"
"5094-3-269","3LT VNTY w/ CLR/SEED -TXB","","QRW","Active",321,134.25,44.75,44.75,"Traditional","Vanity","","","TXB","Textured Black w/ Clear/Seeded",8.00,24.00,.00,.00,.00,7.75,3.75,3.25,10.75,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",89.50,"190808135964"
"5094-3-286","3LT VNTY w/ CLR/SEED - OB","","QRW","Active",201,134.25,44.75,44.75,"Traditional","Vanity","","","OB","Oiled Bronze w/ Clear/Seeded",8.00,24.00,.00,.00,.00,7.75,3.75,3.25,10.75,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",4,1,0,"N         ","N         ","N         ","N         ","N         ",89.50,"190808135919"
"5094-4-114","4LT VNTY W/ FAUX ALAB -CH","","QRW","Active",74,132.00,44.00,44.00,"Traditional","Vanity","","","CH","Chrome ",8.00,30.00,.00,,.00,7.75,34.00,8.50,9.50,10.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808044549"
"5094-4-144","4LT VNTY W/ FAUX ALAB -TS","","QRW","Active",194,132.00,44.00,44.00,"Traditional","Vanity","","","TS","Toasted Sienna ",8.00,30.00,.00,,.00,7.75,34.00,8.50,9.50,9.65,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808044747"
"5094-4-165","4LT VNTY W/ FAUX ALAB-STN","","QRW","Active",222,132.00,44.00,44.00,"Traditional","Vanity","","","STN","Satin Nickel ",8.00,30.00,.00,,.00,7.75,34.00,8.50,9.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808044792"
"5094-4-186","4LT VNTY W/ ALAB - OB","","QRW","Active",0,132.00,44.00,44.00,"Traditional","Vanity","","","OB","Oiled Bronze w/ Faux Alabaster",8.00,30.00,.00,.00,.00,7.75,34.00,8.50,9.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808044808"
"5094-4-86","4LT VNTY w/ STN OPAL - OB","","QRW","Active",0,132.00,44.00,44.00,"Traditional","Vanity","","","OB","Oiled Bronze w/ Satin Opal",8.00,30.00,.00,.00,.00,7.75,8.50,34.00,9.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808045591"
"5094-5-114","5LT VNTY W/ FAUX ALAB -CH","","QRW","Active",113,152.25,50.75,50.75,"Traditional","Vanity","","","CH","Chrome ",8.00,36.00,.00,,.00,7.75,8.50,9.50,38.00,12.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","5","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",101.50,"190808045607"
"5094-5-65","5LT VNTY w/ STN OPAL -STN","","QRW","Active",55,152.25,50.75,50.75,"Traditional","Vanity","","","STN","Satin Nickel w/ Satin Opal",8.00,36.00,.00,.00,.00,7.75,8.50,38.00,9.50,11.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","5","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",101.50,"190808086624"
"5094-5-86","5LT VNTY w/ STN OPAL - OB","","QRW","Active",44,152.25,50.75,50.75,"Traditional","Vanity","","","OB","Oiled Bronze w/ Satin Opal",8.00,36.00,.00,.00,.00,7.75,8.50,38.00,9.50,11.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","5","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",101.50,"190808064547"
"5094-6-114","6LT VNTY W/ FAUX ALAB -CH","","QRW","Active",95,185.25,61.75,61.75,"Traditional","Vanity","","","CH","Chrome ",8.00,48.00,.00,,.00,7.75,8.75,51.50,9.50,14.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",123.50,"190808064554"
"5094-6-65","6LT VNTY w/ STN OPAL -STN","","QRW","Active",21,185.25,61.75,61.75,"Traditional","Vanity","","","STN","Satin Nickel w/ Satin Opal",8.00,48.00,.00,.00,.00,7.75,8.50,51.75,9.50,14.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",123.50,"190808086648"
"5094-6-86","6LT VNTY w/ STN OPAL - OB","","QRW","Active",0,185.25,61.75,61.75,"Traditional","Vanity","","","OB","Oiled Bronze w/ Satin Opal",8.00,48.00,.00,.00,.00,7.75,8.50,51.75,9.50,14.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",123.50,"190808066565"
"510-1-6965","MONARCH 1LT W/MT -TXB/STN","Monarch","QRW","Active",92,109.50,36.50,36.50,"Soft Contemporary","Wall Mount","","","TXB","Textured Black w/ Satin Nickel",8.75,5.50,.00,.00,.00,7.00,9.00,8.50,8.75,2.97,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",73.00,"190808144072"
"510-1-6980","MONARCH 1LT W/MT -TXB/AGB","Monarch","QRW","Active",67,109.50,36.50,36.50,"Soft Contemporary","Wall Mount","","","TXB","Textured Black w/ Aged Brass",8.75,5.50,.00,.00,.00,7.00,9.00,8.50,8.75,2.97,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",73.00,"190808144133"
"510-2-6965","MONARCH 2LT VNTY -TXB/STN","Monarch","QRW","Active",62,225.75,75.25,75.25,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Satin Nickel",10.25,15.00,.00,.00,.00,7.00,9.00,10.00,17.50,5.32,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",150.50,"190808144089"
"510-2-6980","MONARCH 2LT VNTY -TXB/AGB","Monarch","QRW","Active",77,225.75,75.25,75.25,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",10.25,15.00,.00,.00,.00,7.00,9.00,10.00,17.50,5.32,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",150.50,"190808144140"
"510-3-6965","MONARCH 3LT VNTY -TXB/STN","Monarch","QRW","Active",0,336.00,112.00,112.00,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Satin Nickel",10.25,23.00,.00,.00,.00,7.00,9.00,10.00,26.00,7.63,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",224.00,"190808144096"
"510-3-6980","MONARCH 3LT VNTY -TXB/AGB","Monarch","QRW","Active",0,336.00,112.00,112.00,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",10.25,23.00,.00,.00,.00,7.00,9.00,10.00,26.00,7.63,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",224.00,"190808144157"
